,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Glendale,Glendale,GPE,-0.14166667,0.49166667,en,1.00000000,1278468358,4882164,X,41.58888800,-91.01694400,NORTH-AMERICA,United States,CNA
The South Rim Wildfire,The South Rim Wildfire,LOC,-0.30000000,1.03333333,en,1.00000000,,-1,,,,,,
Tarifa,Tarifa,GPE,0.22750000,0.67250000,en,1.00000000,,-1,,,,,,
Ventura-L,Ventura-L,GPE,0.02708333,0.65000000,en,1.00000000,,-1,,,,,,
southeast Europe,southeast Europe,LOC,0.74761905,1.56190476,en,1.00000000,,-1,,,,,,
Colombian Andes,Colombian Andes,LOC,0.06250000,0.50000000,en,1.00000000,,-1,,,,,,
Andes,Andes,LOC,0.63636364,0.95454545,en,1.00000000,,-1,,,,,,
the Canyon Fire,the Canyon Fire,LOC,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
the Fraser Canyon,the Fraser Canyon,LOC,0.16250000,0.38333333,en,1.00000000,,-1,,,,,,
Camp Aspen,Camp Aspen,LOC,0.01666667,0.46428571,en,1.00000000,,-1,,,,,,
Balkans,Balkans,LOC,0.77761905,3.05690476,en,1.00000000,,-1,,,,,,
Elkhorn,Elkhorn,GPE,1.00000000,1.00000000,en,1.00000000,,-1,,,,,,
SARAJEVO,SARAJEVO,GPE,0.26250000,0.99583333,en,1.00000000,,-1,,,,,,
prosec,prosec,GPE,0.23333333,0.53333333,en,1.00000000,,-1,,,,,,
Prozor-Rama,Prozor-Rama,GPE,0.08750000,0.72083333,en,1.00000000,,-1,,,,,,
Fukushima,Fukushima,GPE,0.03666667,0.38000000,en,1.00000000,,-1,,,,,,
JERSEY CITY,JERSEY CITY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Finland,Finland,GPE,0.07500000,1.40000000,en,1.00000000,,-1,,,,,,
San Lui,San Lui,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Bay de Verde Peninsula,the Bay de Verde Peninsula,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Daves Creek,Daves Creek,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Cypruss,Cypruss,GPE,-0.08571429,0.26428571,en,1.00000000,,-1,,,,,,
Corbieres,Corbieres,LOC,-0.10000000,0.00000000,en,1.00000000,,-1,,,,,,
Naples,Naples,GPE,0.00000000,0.33333333,en,1.00000000,4041476-0,3172394,X,40.83332900,14.25000000,EUROPE-AFRICA,Italy,MED
Coachella,Coachella,GPE,-0.75000000,1.87500000,en,1.00000000,,-1,,,,,,
Eskisehir,Eskisehir,GPE,-0.08571429,0.26428571,en,1.00000000,,-1,,,,,,
Carcassonne,Carcassonne,GPE,0.00000000,0.30000000,en,1.00000000,4009469-8,3028641,X,43.21667000,2.35000000,EUROPE-AFRICA,France,MED
Temperature,Temperature,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Broad Cove,Broad Cove,LOC,-0.01666667,0.56666667,en,1.00000000,,-1,,,,,,
Ankara,Ankara,GPE,-0.20000000,0.00000000,en,1.00000000,4002075-7,323786,X,39.91972200,32.85416600,EUROPE-AFRICA,Turkey,MED
Jordan,Jordan,GPE,1.60000000,3.60000000,en,1.00000000,,-1,,,,,,
Northeastern US,Northeastern US,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Aude,Aude,LOC,0.00000000,0.83333333,en,1.00000000,,-1,,,,,,
Singkawan Selatan,Singkawan Selatan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Franceare,Franceare,GPE,0.05357143,0.23214286,en,1.00000000,,-1,,,,,,
Los Angeles Countys,Los Angeles Countys,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Cormorant,Cormorant,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
tot… Toronto,tot… Toronto,GPE,0.50000000,0.95000000,en,1.00000000,,-1,,,,,,
Mount Vesuvius​,Mount Vesuvius​,LOC,0.00000000,0.16666667,en,1.00000000,,-1,,,,,,
Kryoneri,Kryoneri,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mount Vesuvius,Mount Vesuvius,LOC,0.60000000,1.06666667,en,1.00000000,,-1,,,,,,
insuran,insuran,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
LifeLabs,LifeLabs,GPE,2.00000000,3.90000000,en,1.00000000,,-1,,,,,,
Anatolia,Anatolia,GPE,0.20000000,1.25000000,en,1.00000000,,-1,,,,,,
Pangmilang village,Pangmilang village,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Regina,Regina,GPE,0.00000000,0.57500000,en,1.00000000,,-1,,,,,,
Eskisehir province,Eskisehir province,GPE,-0.32666667,0.57666667,en,1.00000000,,-1,,,,,,
San Luis Obispo County,San Luis Obispo County,GPE,0.20000000,2.00000000,en,1.00000000,,-1,,,,,,
Patuanak,Patuanak,GPE,0.08333333,1.44444444,en,1.00000000,,-1,,,,,,
Crete Blaze ',Crete Blaze ',GPE,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
Pikermi,Pikermi,GPE,-0.03888889,0.55000000,en,1.00000000,,-1,,,,,,
PUYALLUP,PUYALLUP,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mersins Gülnar,Mersins Gülnar,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ödemi,Ödemi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
zmirs Çeme,zmirs Çeme,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mersin,Mersin,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Çeşme,Çeşme,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
San Luis,San Luis,GPE,0.00000000,0.00000000,en,1.00000000,4118336-8,3837056,X,-33.29500900,-66.33562900,SOUTH-AMERICA,Argentina,SES
San Luis Obispo,San Luis Obispo,GPE,1.70000000,2.90000000,en,1.00000000,,-1,,,,,,
Evia,Evia,LOC,-0.03361111,2.47111111,en,1.00000000,,-1,,,,,,
Thursda,Thursda,GPE,0.22000000,0.40000000,en,1.00000000,,-1,,,,,,
ANKARA,ANKARA,GPE,-0.02500000,0.52500000,en,1.00000000,,-1,,,,,,
Greec,Greec,GPE,0.09166667,0.72500000,en,1.00000000,,-1,,,,,,
southern Europe,southern Europe,LOC,0.12000000,0.16000000,en,1.00000000,,-1,,,,,,
Waskesiu,Waskesiu,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Greeces southern island,Greeces southern island,LOC,0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
Crete,Crete,GPE,3.24385462,12.41616883,en,1.00000000,,-1,,,,,,
Lasithi,Lasithi,GPE,0.10476190,0.27619048,en,1.00000000,,-1,,,,,,
Achlia,Achlia,GPE,0.10476190,0.27619048,en,1.00000000,,-1,,,,,,
Inland Empire,Inland Empire,LOC,1.00000000,2.00000000,en,1.00000000,,-1,,,,,,
Hope,Hope,GPE,0.40000000,0.85000000,en,1.00000000,,-1,,,,,,
Dortyol,Dortyol,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Meteo France,Meteo France,GPE,0.12500000,0.52500000,en,1.00000000,,-1,,,,,,
Provence,Provence,GPE,-0.13333333,0.40000000,en,1.00000000,,-1,,,,,,
Jacob Lake,Jacob Lake,GPE,0.00000000,0.40000000,en,1.00000000,,-1,,,,,,
Delta,Delta,LOC,-0.13333333,0.28333333,en,1.00000000,,-1,,,,,,
Ruidoso,Ruidoso,GPE,-0.54545455,2.74681818,en,1.00000000,,-1,,,,,,
Orange Countys,Orange Countys,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Trabuco Canyon,Trabuco Canyon,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Orange County Residents Protest Planned Residential Development,Orange County Residents Protest Planned Residential Development,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
PARIS,PARIS,GPE,0.01000000,1.03666667,en,1.00000000,,-1,,,,,,
MARSEILLE,MARSEILLE,GPE,0.25000000,0.28333333,en,1.00000000,,-1,,,,,,
Western Europe,Western Europe,LOC,0.07279762,0.24476190,en,1.00000000,,-1,,,,,,
Marseille Provence,Marseille Provence,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Marseille,Marseille,GPE,2.14675926,8.11851852,en,1.00000000,4037694-1,2995469,X,43.29695000,5.38107000,EUROPE-AFRICA,France,MED
Hatay province,Hatay province,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Southern Oregon,Southern Oregon,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tarragona,Tarragona,GPE,0.33333333,0.33333333,en,1.00000000,4059081-1,3108288,X,41.11666900,1.25000000,EUROPE-AFRICA,Spain,MED
Summit Lake,Summit Lake,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Shasta County Sheriff's,the Shasta County Sheriff's,GPE,-0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Shasta,Shasta,GPE,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
Lake Shasta,Lake Shasta,GPE,-0.26066667,0.90600000,en,1.00000000,,-1,,,,,,
adva,adva,GPE,0.00000000,0.80000000,en,1.00000000,,-1,,,,,,
Honolulu,Honolulu,GPE,0.21428571,0.42857143,en,1.00000000,,-1,,,,,,
Maili,Maili,GPE,0.10000000,1.20000000,en,1.00000000,,-1,,,,,,
Syria,Syria,GPE,0.68750000,2.01111111,en,1.00000000,4058794-0,163843,X,35.00000000,38.00000000,EUROPE-AFRICA,Syria,MED
BARCELONA,BARCELONA,GPE,0.03666667,1.86000000,en,1.00000000,,-1,,,,,,
Trocadero,Trocadero,GPE,0.12500000,0.52500000,en,1.00000000,,-1,,,,,,
Eskiehir,Eskiehir,GPE,-0.06666667,0.91250000,en,1.00000000,,-1,,,,,,
Palaia Fokaia,Palaia Fokaia,GPE,0.09047619,1.43095238,en,1.00000000,,-1,,,,,,
Lisbon,Lisbon,GPE,0.16000000,0.54000000,en,1.00000000,4035919-0,2267057,X,38.71667000,-9.13333000,EUROPE-AFRICA,Portugal,MED
ROME,ROME,GPE,0.01388889,1.87222222,en,1.00000000,,-1,,,,,,
the Northern Hemisphere,the Northern Hemisphere,LOC,0.08333333,0.27777778,en,1.00000000,,-1,,,,,,
Bernalda,Bernalda,GPE,0.05000000,0.20000000,en,1.00000000,4376299-2,3182153,X,40.41282000,16.69199000,EUROPE-AFRICA,Italy,MED
Bursa,Bursa,GPE,1.70000000,3.52500000,en,1.00000000,,-1,,,,,,
Sakarya,Sakarya,GPE,0.40000000,2.00000000,en,1.00000000,4212000-7,752850,X,40.78056000,30.40333000,EUROPE-AFRICA,Turkey,MED
Antalya,Antalya,GPE,0.40000000,2.00000000,en,1.00000000,4079795-8,323777,X,36.90805500,30.69555500,EUROPE-AFRICA,Turkey,MED
the Northern Village,the Northern Village,LOC,-0.20000000,0.35000000,en,1.00000000,,-1,,,,,,
Basilicata,Basilicata,GPE,0.05000000,0.20000000,en,1.00000000,4004627-8,3182306,X,40.50000000,16.50000000,EUROPE-AFRICA,Italy,MED
Thymari,Thymari,GPE,0.00714286,0.21428571,en,1.00000000,,-1,,,,,,
Vale Base Metals,Vale Base Metals,LOC,-1.83333333,2.00000000,en,1.00000000,,-1,,,,,,
Treasure Valley,Treasure Valley,LOC,0.13928571,0.38214286,en,1.00000000,,-1,,,,,,
zmir,zmir,GPE,0.21515152,0.97424242,en,1.00000000,,-1,,,,,,
İzmir,İzmir,LOC,0.39242424,1.91515152,en,1.00000000,4096359-7,311046,X,38.41273000,27.13838000,EUROPE-AFRICA,Turkey,MED
Dryden Creek,Dryden Creek,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
"Redding addre… REDDING, Cali.","Redding addre… REDDING, Cali.",GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Cali.,Cali.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
REDDING,REDDING,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Wis,Wis,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
ISTANBUL,ISTANBUL,GPE,0.63214286,2.83511905,en,1.00000000,,-1,,,,,,
Istanbul,Istanbul,GPE,-0.38571429,2.32857143,en,1.00000000,4027821-9,745044,X,41.01361100,28.94944400,EUROPE-AFRICA,Turkey,MED
Ber,Ber,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Boise,Boise,GPE,0.43333333,1.70000000,en,1.00000000,,-1,,,,,,
Coeur,Coeur,GPE,0.06666667,0.30000000,en,1.00000000,,-1,,,,,,
Catalonia,Catalonia,GPE,0.90952381,1.38571429,en,1.00000000,4029916-8,3336901,X,41.82045900,1.86768000,EUROPE-AFRICA,Spain,MED
Southern California Wildfire As Evacuation Orders,Southern California Wildfire As Evacuation Orders,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kahsho,Kahsho,GPE,0.31111111,0.49722222,en,1.00000000,,-1,,,,,,
Coeur d’Alene,Coeur d’Alene,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Hatay,Hatay,GPE,0.29393939,0.99393939,en,1.00000000,,-1,,,,,,
Manisa,Manisa,GPE,0.29393939,0.99393939,en,1.00000000,,-1,,,,,,
The City of Casey,The City of Casey,GPE,0.24000000,0.58500000,en,1.00000000,,-1,,,,,,
Chase,Chase,GPE,0.20000000,0.80000000,en,1.00000000,,-1,,,,,,
Kamloops,Kamloops,GPE,0.10000000,0.40000000,en,1.00000000,4250976-2,5989045,X,50.66648000,-120.31919900,NORTH-AMERICA,Canada,NWN
COEUR D’ALENE,COEUR D’ALENE,GPE,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Kootenai County Sheriff,Kootenai County Sheriff,GPE,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Crestline,Crestline,GPE,0.16666667,0.25000000,en,1.00000000,,-1,,,,,,
San,San,GPE,0.04583333,0.36250000,en,1.00000000,,-1,,,,,,
Canfield Mountain,Canfield Mountain,LOC,-0.05277778,1.05000000,en,1.00000000,,-1,,,,,,
Riverside,Riverside,GPE,1.09166667,2.72500000,en,1.00000000,,-1,,,,,,
Costa Concordia,Costa Concordia,GPE,0.07500000,0.70000000,en,1.00000000,,-1,,,,,,
the Western U.S.,the Western U.S.,LOC,0.08181818,0.32987013,en,1.00000000,,-1,,,,,,
Superstorm Sandy,Superstorm Sandy,LOC,0.07500000,0.70000000,en,1.00000000,,-1,,,,,,
EUROPE,EUROPE,LOC,-0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Southern Europe Roasts,Southern Europe Roasts,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
BOISE,BOISE,GPE,0.29166667,0.38888889,en,1.00000000,,-1,,,,,,
Kootenai County,Kootenai County,GPE,0.02361111,0.46250000,en,1.00000000,,-1,,,,,,
46C as Europe,46C as Europe,LOC,0.04545455,0.15151515,en,1.00000000,,-1,,,,,,
Coeur d'Alene,Coeur d'Alene,GPE,0.20000000,1.31666667,en,1.00000000,,-1,,,,,,
COCONINO COUNTY,COCONINO COUNTY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
New Mexico Village Rebuilds,New Mexico Village Rebuilds,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
the U.S. West,the U.S. West,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Madrid,Madrid,GPE,-0.15750000,2.12250000,en,1.00000000,4036862-2,3117735,X,40.41649900,-3.70256000,EUROPE-AFRICA,Spain,MED
North Sumatra's,North Sumatra's,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Pine Pond,Pine Pond,LOC,0.05000000,0.40000000,en,1.00000000,,-1,,,,,,
N.L,N.L,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Musgrave Harbour,Musgrave Harbour,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Town of Musgrave Harbour,the Town of Musgrave Harbour,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
L.A. county,L.A. county,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
REGINA,REGINA,GPE,0.02500000,0.35833333,en,1.00000000,,-1,,,,,,
the United States…,the United States…,GPE,0.12500000,0.62500000,en,1.00000000,,-1,,,,,,
Kerr County,Kerr County,GPE,-0.15000000,0.20000000,en,1.00000000,,-1,,,,,,
Mentrida,Mentrida,GPE,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
the City of Toronto,the City of Toronto,GPE,0.37500000,0.10000000,en,1.00000000,,-1,,,,,,
North Sumatra Province,North Sumatra Province,GPE,-0.21111111,0.56666667,en,1.00000000,,-1,,,,,,
Tekirdas,Tekirdas,GPE,0.07500000,0.52500000,en,1.00000000,,-1,,,,,,
Şarköy,Şarköy,GPE,0.07500000,0.52500000,en,1.00000000,,-1,,,,,,
the Jerusalem Mountains,the Jerusalem Mountains,LOC,0.35714286,0.46428571,en,1.00000000,,-1,,,,,,
Northern Arizona,Northern Arizona,LOC,-0.24375000,0.45000000,en,1.00000000,,-1,,,,,,
Western Slope,Western Slope,LOC,0.77777778,2.17222222,en,1.00000000,,-1,,,,,,
Bonavista Peninsula,Bonavista Peninsula,LOC,1.06666667,1.50000000,en,1.00000000,,-1,,,,,,
Jamestown,Jamestown,GPE,0.66666667,1.00000000,en,1.00000000,,-1,,,,,,
Laguna Beach,Laguna Beach,GPE,-0.30000000,0.20000000,en,1.00000000,,-1,,,,,,
the Deer Creek Fire,the Deer Creek Fire,LOC,0.30000000,0.95000000,en,1.00000000,,-1,,,,,,
Beacon Hill,Beacon Hill,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Padang,Padang,GPE,-0.21111111,0.56666667,en,1.00000000,4694891-0,1633419,X,-0.94924000,100.35426900,ASIA,Indonesia,SEA
Medan,Medan,GPE,-0.10555556,0.28333333,en,1.00000000,4469031-9,1214520,X,3.58333000,98.66666900,ASIA,Indonesia,SEA
the US West,the US West,LOC,-0.18333333,0.71666667,en,1.00000000,,-1,,,,,,
Busselton,Busselton,GPE,-0.56666667,1.12222222,en,1.00000000,,-1,,,,,,
Eskişehir,Eskişehir,GPE,-0.26666667,0.91250000,en,1.00000000,,-1,,,,,,
NICOSIA,NICOSIA,GPE,-0.00714286,1.64206349,en,1.00000000,,-1,,,,,,
los angeles,los angeles,GPE,0.03661616,0.33686869,en,1.00000000,,-1,,,,,,
Pello,Pello,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Utsjoki,Utsjoki,GPE,0.00000000,0.00000000,en,1.00000000,4373577-0,633268,X,69.90864000,27.02843000,EUROPE,Finland,NEU
Savukoski,Savukoski,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lapland,Lapland,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Jasper Wildfire,the Jasper Wildfire,LOC,0.20000000,1.30000000,en,1.00000000,,-1,,,,,,
Summerwood,Summerwood,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Marten Beach,Marten Beach,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Peloponnese,Peloponnese,GPE,-0.65000000,1.00000000,en,1.00000000,,-1,,,,,,
N Sumatra,N Sumatra,GPE,-0.10555556,0.28333333,en,1.00000000,,-1,,,,,,
Feneos,Feneos,GPE,-1.20773810,2.30952381,en,1.00000000,,-1,,,,,,
Forest,Forest,LOC,-0.65000000,1.00000000,en,1.00000000,,-1,,,,,,
Western Massachusetts,Western Massachusetts,LOC,0.60000000,0.90000000,en,1.00000000,,-1,,,,,,
Slave Lake,Slave Lake,LOC,-0.12500000,1.37500000,en,1.00000000,,-1,,,,,,
the Avalon Peninsula,the Avalon Peninsula,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Mass,Mass,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Boston,Boston,GPE,0.00000000,0.00000000,en,1.00000000,4007840-1,4930956,X,42.35833300,-71.05972200,NORTH-AMERICA,United States,ENA
the Kishtwar district,the Kishtwar district,LOC,0.00000000,0.66666667,en,1.00000000,,-1,,,,,,
Sail West,Sail West,LOC,-0.72500000,1.32500000,en,1.00000000,,-1,,,,,,
Malaysia,Malaysia,GPE,-0.13250000,0.42500000,en,1.00000000,4037203-0,1733045,X,2.50000000,112.50000000,ASIA,Malaysia,SEA
jaguars,jaguars,LOC,0.84848485,1.40606061,en,1.00000000,,-1,,,,,,
Deer Creek,Deer Creek,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Bonavista Peninsula,the Bonavista Peninsula,LOC,0.02500000,0.62500000,en,1.00000000,,-1,,,,,,
Gallinas,Gallinas,GPE,0.25568182,0.66477273,en,1.00000000,,-1,,,,,,
the Grand Canyon's,the Grand Canyon's,LOC,1.03106061,2.69242424,en,1.00000000,,-1,,,,,,
Shasta Lake,Shasta Lake,GPE,0.13809524,0.90952381,en,1.00000000,,-1,,,,,,
FLAGSTAFF,FLAGSTAFF,GPE,1.26875000,3.28541667,en,1.00000000,,-1,,,,,,
Latakia province,Latakia province,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Rim Fire,South Rim Fire,LOC,0.50416667,1.00000000,en,1.00000000,,-1,,,,,,
National Park,National Park,LOC,0.40000000,0.85000000,en,1.00000000,,-1,,,,,,
the Upper Midwest BISMARCK,the Upper Midwest BISMARCK,LOC,-0.18000000,0.31333333,en,1.00000000,,-1,,,,,,
Keremeos,Keremeos,GPE,-0.25000000,0.75000000,en,1.00000000,,-1,,,,,,
BISMARCK,BISMARCK,GPE,-0.06666667,0.30000000,en,1.00000000,,-1,,,,,,
Southern Utah,Southern Utah,LOC,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
the Gallinas River,the Gallinas River,LOC,0.25568182,0.66477273,en,1.00000000,,-1,,,,,,
Grand Canyon Lodge,Grand Canyon Lodge,GPE,0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
the Lahaina on Maui,the Lahaina on Maui,GPE,-0.02592593,0.53148148,en,1.00000000,,-1,,,,,,
west Oahu,west Oahu,GPE,-0.02592593,0.53148148,en,1.00000000,,-1,,,,,,
North Spirit Lake,North Spirit Lake,LOC,0.15000000,0.26666667,en,1.00000000,,-1,,,,,,
De,De,GPE,-0.33333333,0.86666667,en,1.00000000,,-1,,,,,,
Northwestern Minnesota,Northwestern Minnesota,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
The North Rim,The North Rim,LOC,0.09375000,0.46875000,en,1.00000000,,-1,,,,,,
Grand Canyon's,Grand Canyon's,LOC,0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
South Africa,South Africa,GPE,-0.12000000,0.72000000,en,1.00000000,4078012-0,953987,X,-29.00000000,24.00000000,AFRICA,South Africa,WSAF
Garden Hill,Garden Hill,LOC,-0.35000000,0.33333333,en,1.00000000,,-1,,,,,,
Latakia,Latakia,GPE,0.70000000,1.00000000,en,1.00000000,4270543-5,173576,X,35.53168000,35.79010900,EUROPE-AFRICA,Syria,MED
Montrose County,Montrose County,GPE,0.22916667,0.81750000,en,1.00000000,,-1,,,,,,
sprea,sprea,GPE,0.12916667,0.41750000,en,1.00000000,,-1,,,,,,
North Rim Lodge,North Rim Lodge,LOC,0.09583333,0.55416667,en,1.00000000,,-1,,,,,,
Chatfield State Park,Chatfield State Park,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Pueblo,Pueblo,GPE,0.33035714,0.70535714,en,1.00000000,,-1,,,,,,
May.,May.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Central Greece,Central Greece,LOC,0.21850000,0.79733333,en,1.00000000,,-1,,,,,,
Attica,Attica,GPE,0.50484722,4.55286111,en,1.00000000,,-1,,,,,,
Rio Arriba County,Rio Arriba County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
RIO ARRIBA COUNTY,RIO ARRIBA COUNTY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
The Regional District,The Regional District,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Canad,Canad,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Waianae,Waianae,GPE,-0.30000000,0.50000000,en,1.00000000,,-1,,,,,,
Belleville,Belleville,GPE,0.19047619,0.66666667,en,1.00000000,,-1,,,,,,
the Dardanelles Strait,the Dardanelles Strait,LOC,1.10277778,2.02222222,en,1.00000000,,-1,,,,,,
eastern Ontario,eastern Ontario,LOC,0.19047619,0.66666667,en,1.00000000,,-1,,,,,,
Beaverton,Beaverton,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
La Sal,La Sal,GPE,0.16666667,0.83333333,en,1.00000000,,-1,,,,,,
Island Lake,Island Lake,LOC,-0.12500000,1.37500000,en,1.00000000,,-1,,,,,,
the Grand Canyon Lodge,the Grand Canyon Lodge,LOC,0.37222222,1.07777778,en,1.00000000,,-1,,,,,,
Dragon Bravo,Dragon Bravo,GPE,0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
Grand Canyon Destroyed,Grand Canyon Destroyed,LOC,0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
Western rivers,Western rivers,LOC,-0.10000000,0.36666667,en,1.00000000,,-1,,,,,,
PHOENIX,PHOENIX,GPE,0.33333333,0.66666667,en,1.00000000,,-1,,,,,,
South Metro,South Metro,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Port,Port,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
North York Moors National Park,North York Moors National Park,GPE,-0.05000000,0.70000000,en,1.00000000,,-1,,,,,,
Dardanelles,Dardanelles,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Central Highlands,the Central Highlands,LOC,-0.01857143,0.28428571,en,1.00000000,,-1,,,,,,
the L.A. County Boar,the L.A. County Boar,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Newark,Newark,GPE,0.26818182,0.62727273,en,1.00000000,4578943-5,2641731,X,53.06666600,-0.81666600,EUROPE,United Kingdom,NEU
the Jag Soundhouse,the Jag Soundhouse,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Cudlee Creek,Cudlee Creek,GPE,-0.25000000,0.75000000,en,1.00000000,,-1,,,,,,
Lake Magenta,Lake Magenta,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Diamond Bar,Diamond Bar,GPE,0.30000000,0.48333333,en,1.00000000,,-1,,,,,,
Southern California’s,Southern California’s,LOC,0.08333333,0.16666667,en,1.00000000,,-1,,,,,,
North Island,North Island,LOC,0.06818182,0.72727273,en,1.00000000,,-1,,,,,,
New Zealand's,New Zealand's,GPE,0.06818182,0.72727273,en,1.00000000,,-1,,,,,,
Beaver Creek,Beaver Creek,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Wirrabara Ranges,Wirrabara Ranges,GPE,0.10000000,0.38333333,en,1.00000000,,-1,,,,,,
the Flinders Ranges,the Flinders Ranges,LOC,0.10000000,0.38333333,en,1.00000000,,-1,,,,,,
Idaho Springs,Idaho Springs,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
prote,prote,GPE,0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
Pine Grove,Pine Grove,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Balakong,Balakong,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
