index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
a96494b524ed00add126610f317d9776,2026-09-02T00:00:48Z,'wildfire house',www.kqed.org,en,0.2,Should California Backfill Science Funding After Trump Cuts? Voters Could Decide in 2028,"Last year the White House suspended or cancelled more than 1,000 California science grants. This bond measure would restore some of that funding.",https://www.kqed.org/news/12097934/should-california-backfill-science-funding-after-trump-cuts-voters-could-decide-in-2028,https://cdn.kqed.org/wp-content/uploads/sites/10/2025/03/250307-BERKELEY-SCIENCE-PROTEST-MD-01-KQED_1-1020x680.jpg,http://web.archive.org/web/20260902000344/https://www.kqed.org/news/12097934/should-california-backfill-science-funding-after-trump-cuts-voters-could-decide-in-2028,"After failing to clear a June legislative deadline to get on this years ballot, the bond proposal appeared moribund and was slashed to $5 billion.
But Wiener and a united front led by the University… [+5904 chars]",,Sollte Kalifornien nach den Kürzungen von Trump die Wissenschaftsfinanzierung aufstocken? Die Wähler könnten sich im Jahr 2028 entscheiden. Letztes Jahr hat das Weiße Haus mehr als 1.000 kalifornische Wissenschaftsstipendien ausgesetzt oder gestrichen. Diese Anleihemaßnahme würde einen Teil dieser Finanzierung wiederherstellen.,"Should California Backfill Science Funding After Trump Cuts? Voters Could Decide in 2028. Last year the White House suspended or cancelled more than 1,000 California science grants. This bond measure would restore some of that funding.",Nequaquam ut California Backfill Scientia Funding Post BUCINUM Secat? suffragii decerni poterant anno 2028. Superiore anno Domus Albae plus quam 1000 concessiones scientiarum Californiarum suspensus vel cassatus est. Haec syngrapha mensura aliqua illius sumptui restitueret.,2026-09-03 12:50:45+00:00
fca27215c0564fb9c3fdac48f47b36dd,2026-09-01T23:38:00Z,'wildfire house',www.prnewswire.com,en,0.3,"AB 2529, Sponsored by Cities of Hidden Hills and Carson, Passes the Legislature and Heads to the Governor","HIDDEN HILLS, Calif., Sept. 1, 2026 /PRNewswire/ -- Assembly Bill 2529 (Johnson), the Government Claims Act measure co-sponsored by the Cities of Hidden Hills and Carson, has passed both houses of the California Legislature and is headed to the Governor's des…",https://www.prnewswire.com/news-releases/ab-2529-sponsored-by-cities-of-hidden-hills-and-carson-passes-the-legislature-and-heads-to-the-governor-302866943.html,https://mmx.prnewswire.com/media/MS1834766/City-of-Hidden-Hills-Logo.jpg?id=OA2924333&p=facebook,,"HIDDEN HILLS, Calif., Sept. 1, 2026 /PRNewswire/ -- Assembly Bill 2529 (Johnson), the Government Claims Act measure co-sponsored by the Cities of Hidden Hills and Carson, has passed both houses of th… [+3439 chars]",,"AB 2529, gesponsert von den Städten Hidden Hills und Carson, verabschiedet die Legislative und geht an den Gouverneur. HIDDEN HILLS, Kalifornien, 1. September 2026 /PRNewswire/ -- Assembly Bill 2529 (Johnson), die von den Städten Hidden Hills und Carson mitgetragene Maßnahme des Government Claims Act, hat beide Kammern der kalifornischen Legislative passiert und wird dem Gouverneur vorgelegt …","AB 2529, Sponsored by Cities of Hidden Hills and Carson, Passes the Legislature and Heads to the Governor. HIDDEN HILLS, Calif., Sept. 1, 2026 /PRNewswire/ -- Assembly Bill 2529 (Johnson), the Government Claims Act measure co-sponsored by the Cities of Hidden Hills and Carson, has passed both houses of the California Legislature and is headed to the Governor's des…","AB 2529, Sponsored by Cities of Hidden Hills and Carson, the Legislature and Capitula ad Gubernatorem. CONVENTUS HILLS, Calif., 1 Sept. 2026 / PRNewswire/ -- Conventus Bill 2529 (Johnson), Gubernium Clamatum Actus mensura co-sponsorum a Urbibus Montium Occultarum et Carsonorum, utraque domus Legislaturae Californiae transiit et ad Gubernatoris des ... tendit.",2026-09-03 12:50:45+00:00
093da9a5eac039132b2d02186c829ce5,2026-09-02T12:02:00Z,'wildfire house',theconversation.com,en,0.3,"Pyrograzing turns ordinary livestock into fire prevention heroes, so why isn’t it used on public lands more often?","Targeted grazing is gaining interest as fire risk rises, particularly in hard-to-manage areas of the Western US. But it isn’t always as simple as it seems.",https://theconversation.com/pyrograzing-turns-ordinary-livestock-into-fire-prevention-heroes-so-why-isnt-it-used-on-public-lands-more-often-288559,https://images.theconversation.com/files/754107/original/file-20260814-50-s8jx7y.jpg?ixlib=rb-4.1.1&rect=0%2C305%2C8256%2C4128&q=45&auto=format&w=1356&h=668&fit=crop,,"San Manuel, Calif., Assistant Fire Chief Ralph Tovar holds a young goat whose herd just spent a day eating brush and grass to reduce wildfire risk. Robyn Beck/AFP/Getty Images
In grasslands across t… [+7448 chars]",,"Pyrograzing macht gewöhnliches Vieh zu Helden des Brandschutzes. Warum wird es also nicht häufiger auf öffentlichen Flächen eingesetzt? Gezielte Beweidung gewinnt mit steigender Brandgefahr zunehmend an Interesse, insbesondere in schwer bewirtschaftbaren Gebieten im Westen der USA. Aber es ist nicht immer so einfach, wie es scheint.","Pyrograzing turns ordinary livestock into fire prevention heroes, so why isn’t it used on public lands more often?. Targeted grazing is gaining interest as fire risk rises, particularly in hard-to-manage areas of the Western US. But it isn’t always as simple as it seems.","Pyrograzingia ordinaria pecora in ignem praeventionis heroum vertit, quare saepius in terris publicis non adhibetur? Iaculis pascentibus interest ut ignis periculum oritur, praesertim in locis duris ad administrandum US Occidentis. Sed non semper ut videtur simplex est.",2026-09-03 12:50:45+00:00
ba0fb77b756b8d0e21fd2e7a1e48ee01,2026-09-01T23:07:41Z,'wildfire',www.kqed.org,en,0.7,Deal on California Wildfire Liability Collapses in Legislature,"Gov. Gavin Newsom criticized the deal he reached just days ago with legislative leaders, which utilities said did not go far enough to ease their financial risks.",https://www.kqed.org/news/12097752/deal-on-california-wildfire-liability-collapses-in-legislature,https://cdn.kqed.org/wp-content/uploads/sites/10/2026/08/GannFireGetty1.jpg,,"A last-minute legislative deal to change Californias rules governing the fallout of damaging wildfires sparked by utility equipment fell apart Tuesday, after the state Assembly ended its regular sess… [+4996 chars]",,"Einigung über die Haftung für Waldbrände in Kalifornien scheitert in der Legislaturperiode. Gouverneur Gavin Newsom kritisierte die Vereinbarung, die er erst vor wenigen Tagen mit führenden Vertretern der Legislative getroffen hatte, und die den Versorgungsunternehmen zufolge nicht weit genug ginge, um ihre finanziellen Risiken zu verringern.","Deal on California Wildfire Liability Collapses in Legislature. Gov. Gavin Newsom criticized the deal he reached just days ago with legislative leaders, which utilities said did not go far enough to ease their financial risks.","Fac in California Wildfire Rusticis collapsus in Legislature. Gov. Gavin Newsom plurimum reprehendit quod proximis diebus ante cum legislativis ducibus pervenit, quod utilitates dixit non satis longe ire ad pericula eorum oeconomicos sublevandos.",2026-09-03 12:50:45+00:00
4649faca9173815c4851f2b57bd39efd,2026-09-02T02:38:21Z,'wildfire',www.sfgate.com,en,0.7,Wildfire near Yosemite National Park closes Highway 140,"The Colorado Fire is burning at Highway 140 and Colorado Road, Cal Fire said.",https://www.sfgate.com/california-parks/article/colorado-fire-yosemite-highway-closed-22413697.php,,,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",,"Ein Waldbrand in der Nähe des Yosemite-Nationalparks sperrt den Highway 140. Das Colorado Fire brennt auf dem Highway 140 und der Colorado Road, sagte Cal Fire.","Wildfire near Yosemite National Park closes Highway 140. The Colorado Fire is burning at Highway 140 and Colorado Road, Cal Fire said.","INCAENDIUM prope Yosemite National Park claudit via 140. Ignis Colorado in via 140 et Colorado Via, Cal Fire dixit.",2026-09-03 12:50:45+00:00
9f5ad2462929635631b9c7417b21190d,2026-09-02T03:24:59Z,'forest fire',en.antaranews.com,en,0.8,"Prabowo summons military, police chiefs over Sumatra, Kalimantan fires","President Prabowo Subianto summoned the military and police chiefs for updates on efforts to contain forest and land fires in Sumatra and Kalimantan, Cabinet ...",https://en.antaranews.com/news/429471/prabowo-summons-military-police-chiefs-over-sumatra-kalimantan-fires,https://cdn.antaranews.com/cache/1200x800/2026/09/02/WhatsApp-Image-2026-09-01-at-23.02.06.jpeg,,"The government is strengthening coordination to ensure a swift, integrated response while anticipating the spread of fires,
Jakarta (ANTARA) - President Prabowo Subianto summoned the military and po… [+2674 chars]",,"Prabowo ruft Militär- und Polizeichefs wegen Bränden in Sumatra und Kalimantan ein. Präsident Prabowo Subianto hat die Militär- und Polizeichefs einberufen, um sich über die Bemühungen zur Eindämmung von Wald- und Landbränden in Sumatra und Kalimantan zu informieren, Kabinett ...","Prabowo summons military, police chiefs over Sumatra, Kalimantan fires. President Prabowo Subianto summoned the military and police chiefs for updates on efforts to contain forest and land fires in Sumatra and Kalimantan, Cabinet ...","Prabowo vocat milites, duces capitales in Sumatra, Kalimantanos ignes. Praeses Prabowo Subianto duces militares et capitales convocavit ut conatus ad incendia silvestria et terrestria continendas in Sumatra et Kalimantan, Cabinet ...",2026-09-03 12:50:45+00:00
3fa5e93abfe12ef42558bb72567a4eea,2026-09-02T12:33:56Z,'forest fire',en.antaranews.com,en,0.8,"West, Central Kalimantan top priority as fire hotspots rise: Minister","Forestry Minister Raja Juli Antoni said forest and land fire hotspots in West Kalimantan and Central Kalimantan have risen again after previously declining, ...",https://en.antaranews.com/news/429583/west-central-kalimantan-top-priority-as-fire-hotspots-rise-minister,https://cdn.antaranews.com/cache/1200x800/2026/09/02/1001806943.jpg,,"Jakarta (ANTARA) - Forestry Minister Raja Juli Antoni said forest and land fire hotspots in West Kalimantan and Central Kalimantan have risen again after previously declining, making the two province… [+1800 chars]",,"West- und Zentral-Kalimantan haben höchste Priorität, da die Brandherde zunehmen: Minister. Forstminister Raja Juli Antoni sagte, die Wald- und Landbrand-Hotspots in West-Kalimantan und Zentral-Kalimantan seien nach einem vorherigen Rückgang wieder gestiegen, ...","West, Central Kalimantan top priority as fire hotspots rise: Minister. Forestry Minister Raja Juli Antoni said forest and land fire hotspots in West Kalimantan and Central Kalimantan have risen again after previously declining, ...","Occidentalis, Central Kalimantan top prioritas sicut hotspotum ignis oriuntur: Minister. Minister forestarius Raja Juli Antoni dixit silvam et aestus ignis terrae in West Kalimantan et Central Kalimantan iterum resurrexisse postquam iam declinaverant, ...",2026-09-03 12:50:45+00:00
0b7a63b4b5fba9233d7085449c59b49e,2026-09-01T22:19:48Z,'wildfire',biztoc.com,en,0.9,"California lawmakers stall Newsom’s wildfire liability bill, saying it doesn’t go far enough for victims","The California Assembly opted not to vote Tuesday on legislation meant to help wildfire victims, deciding at the last minute to push back a decision on a bill that some Democrats, including Gov. Gavin Newsom, said wouldn’t meaningfully address the financial c…",https://biztoc.com/x/107fffcdbec7eadf,https://biztoc.com/cdn/107fffcdbec7eadf_s.webp,,"The California Assembly opted not to vote Tuesday on legislation meant to help wildfire victims, deciding at the last minute to push back a decision on a bill that some Democrats, including Gov. Gavi… [+135 chars]",,"Kalifornische Gesetzgeber verzögern Newsoms Gesetz zur Waldbrandhaftung mit der Begründung, es gehe den Opfern nicht weit genug. Die kalifornische Versammlung entschied sich am Dienstag dafür, nicht über ein Gesetz abzustimmen, das den Opfern von Waldbränden helfen soll, und beschloss in letzter Minute, eine Entscheidung über einen Gesetzentwurf zurückzudrängen, von dem einige Demokraten, darunter Gouverneur Gavin Newsom, sagten, er würde sich nicht sinnvoll mit den finanziellen Problemen befassen.","California lawmakers stall Newsom’s wildfire liability bill, saying it doesn’t go far enough for victims. The California Assembly opted not to vote Tuesday on legislation meant to help wildfire victims, deciding at the last minute to push back a decision on a bill that some Democrats, including Gov. Gavin Newsom, said wouldn’t meaningfully address the financial c…","California legislatores stabuli Newsom reatum ignem ferum rogaverunt, dicentes eum non satis pro victimis esse. Conventus Californiae non optavit ut die Martis suffragium in legibus dare voluisset, victimas ferales adiuvare, extremo momento decrevisse ut decisionem in libellum reppulisset, quem quidam Democratae, in iis Gov. Gavin Newsom, dixerunt significanter non c...",2026-09-03 12:50:45+00:00
cc04abb142b3d35edb5bf9c67420131a,2026-09-02T00:34:33Z,'wildfire',nypost.com,en,0.9,Car crash sparks fast-moving California wildfire as urgent evacuation orders issued,"A wildfire sparked by a fiery highway crash has exploded to roughly 250 acres in Mariposa County, prompting mandatory evacuations as crews battle the blaze in steep, rugged terrain.",https://nypost.com/2026/09/01/us-news/car-crash-sparks-fast-moving-california-wildfire-as-urgent-evacuation-orders-issued/,https://nypost.com/wp-content/uploads/sites/2/2026/09/139238693.jpg?quality=75&strip=all&w=1200,,"A wildfire sparked by a fiery highway crash has exploded to roughly 250 acres in Mariposa County, prompting mandatory evacuations as crews battle the blaze in steep, rugged terrain.
The so-called Co… [+2249 chars]",,"Ein Autounfall löst einen sich schnell ausbreitenden Waldbrand in Kalifornien aus, da dringende Evakuierungsbefehle erlassen werden. Ein durch einen heftigen Autobahnunfall ausgelöster Waldbrand ist im Mariposa County auf einer Fläche von rund 250 Acres explodiert und hat zu obligatorischen Evakuierungen geführt, während die Einsatzkräfte in steilem, rauem Gelände gegen das Feuer kämpfen.","Car crash sparks fast-moving California wildfire as urgent evacuation orders issued. A wildfire sparked by a fiery highway crash has exploded to roughly 250 acres in Mariposa County, prompting mandatory evacuations as crews battle the blaze in steep, rugged terrain.","autocinetorum scintillae rapidae moventes Californiae incendium ferum ut urgente emissione ordines ediderunt. Ignis ferus ab igneo viae fragore commota ad fere 250 iugera in Mariposa comitatu explosa est, nuncius motus navalium in locis arduis, asperis, in arduis, asperis, excitatis.",2026-09-03 12:50:45+00:00
3e8422b8c0d8f47503f989923dafbca1,2026-09-02T02:46:45Z,'wildfire',nypost.com,en,0.9,State Farm is finally being held accountable — by LA County,"State Farm delayed, and denied, and dragged its feet for far too long — and now wildfire victims will have their day in court.",https://nypost.com/2026/09/01/opinion/state-farm-is-finally-being-held-accountable-by-la-county/,https://nypost.com/wp-content/uploads/sites/2/2026/09/139233231.jpg?quality=75&strip=all&w=1200,http://web.archive.org/web/20260902030635/https://nypost.com/2026/09/01/opinion/state-farm-is-finally-being-held-accountable-by-la-county/,"State Farm delayed, and denied, and dragged its feet for far too long and now wildfire victims will have their day in court.
LA County sued the Illinois-based insurance giant this week, alleging tha… [+2835 chars]",,"State Farm wird endlich zur Rechenschaft gezogen – vom LA County. State Farm hat gezögert, dementiert und viel zu lange gezögert – und jetzt werden die Opfer von Waldbränden ihren Tag vor Gericht haben.","State Farm is finally being held accountable — by LA County. State Farm delayed, and denied, and dragged its feet for far too long — and now wildfire victims will have their day in court.","Fundus rei publicae tandem rationem redditurus est a LA Comitatu. Publica Farma morata est, et negavit, pedes in longum traxit — et nunc feralis hostiae dies in atrio habebunt.",2026-09-03 12:50:45+00:00
